city_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Coffs Harbour,AU,2021-10-18 23:55:44,-30.3,153.1333,76.14,61,97,9.22
294,Maragogi,BR,2021-10-18 23:56:37,-9.0122,-35.2225,76.69,85,85,7.58
295,Huarmey,PE,2021-10-18 23:56:38,-10.0681,-78.1522,64.47,85,96,8.23
296,Batyrevo,RU,2021-10-18 23:56:38,55.0675,47.6111,37.33,78,95,7.56
297,Saint-Joseph,RE,2021-10-18 23:56:39,-21.3667,55.6167,70.16,77,23,4.79
298,Millinocket,US,2021-10-18 23:56:39,45.6573,-68.7098,49.35,86,72,5.59
299,Banda,IN,2021-10-18 23:56:39,25.4833,80.3333,76.23,94,68,2.53
300,Camana,PE,2021-10-18 23:56:40,-16.6228,-72.7111,63.1,84,75,6.51
301,Banda Aceh,ID,2021-10-18 23:56:40,5.5577,95.3222,80.65,77,95,3.4
302,Cayenne,GF,2021-10-18 23:56:40,4.9333,-52.3333,81.09,83,0,3.44
303,Karratha,AU,2021-10-18 23:56:41,-20.7377,116.8463,78.91,66,47,13.67
304,Olinda,BR,2021-10-18 23:53:40,-8.0089,-34.8553,80.33,74,40,6.91
305,Torrington,US,2021-10-18 23:56:42,41.8007,-73.1212,48.69,79,43,5.99
306,Shatrovo,RU,2021-10-18 23:56:42,56.5167,64.6333,46.56,53,100,10.45
307,Bafra,TR,2021-10-18 23:56:43,41.5678,35.9069,60.82,84,85,9.84
308,Tilichiki,RU,2021-10-18 23:56:43,60.4667,166.1,19.11,79,90,16.55
309,Rancho Veloz,CU,2021-10-18 23:56:43,22.8806,-80.3917,76.69,83,61,11.97
310,Pokhara,NP,2021-10-18 23:56:44,28.2333,83.9833,69.31,87,100,5.1
311,Pyatovskiy,RU,2021-10-18 23:56:44,54.6891,36.0563,37.44,93,18,8.48
312,Aswan,EG,2021-10-18 23:55:14,24.0934,32.907,76.3,23,0,10.36
313,Burnie,AU,2021-10-18 23:56:45,-41.0667,145.9167,57.92,58,74,16.15
314,Montepuez,MZ,2021-10-18 23:56:45,-13.1256,38.9997,68.18,85,34,7.0
315,Kondinskoye,RU,2021-10-18 23:56:45,59.6481,67.41,45.03,88,100,10.22
316,Esperance,AU,2021-10-18 23:56:46,-33.8667,121.9,67.84,50,100,12.46
317,Krasnoselkup,RU,2021-10-18 23:56:46,65.7,82.4667,37.02,94,98,14.52
318,Cuamba,MZ,2021-10-18 23:56:47,-14.8031,36.5372,77.05,50,86,5.3
319,Buraydah,SA,2021-10-18 23:56:47,26.326,43.975,72.05,24,0,8.01
320,Kovalevskoye,RU,2021-10-18 23:56:47,45.1942,40.9761,50.27,62,95,9.19
321,Evensk,RU,2021-10-18 23:56:48,61.95,159.2333,14.85,56,100,11.74
322,Plettenberg Bay,ZA,2021-10-18 23:56:48,-34.0527,23.3716,51.69,73,0,4.5
323,Trat,TH,2021-10-18 23:56:48,12.5,102.5,79.99,90,99,2.89
324,Nebolchi,RU,2021-10-18 23:56:49,59.1239,33.3454,35.24,96,97,7.38
325,Cuenca,EC,2021-10-18 23:55:35,-2.8833,-78.9833,59.13,88,40,0.0
326,Pimentel,PE,2021-10-18 23:56:49,-6.8367,-79.9342,62.89,77,0,18.41
327,Pullman,US,2021-10-18 23:53:06,46.7313,-117.1796,61.41,52,19,1.01
328,Carmarthen,GB,2021-10-18 23:56:50,51.8555,-4.3054,61.5,96,100,7.65
329,Sabha,LY,2021-10-18 23:56:50,27.0377,14.4283,74.95,30,100,20.24
330,Mahon,ES,2021-10-18 23:56:50,39.8885,4.2658,64.96,77,0,2.3
331,Morant Bay,JM,2021-10-18 23:56:51,17.8815,-76.4093,82.02,84,84,9.24
332,Guarapari,BR,2021-10-18 23:56:52,-20.6667,-40.4975,73.29,96,100,3.94
333,Ayan,RU,2021-10-18 23:56:52,56.45,138.1667,26.17,48,1,12.62
334,Upernavik,GL,2021-10-18 23:56:52,72.7868,-56.1549,28.99,45,100,3.85
335,Meulaboh,ID,2021-10-18 23:56:53,4.1363,96.1285,77.61,85,99,4.43
336,Vilhena,BR,2021-10-18 23:56:53,-12.7406,-60.1458,70.02,100,40,5.75
337,Csaszar,HU,2021-10-18 23:56:53,47.498,18.1427,44.73,77,44,1.54
338,Half Moon Bay,US,2021-10-18 23:56:54,37.4636,-122.4286,66.24,65,40,1.99
339,Huaibei,CN,2021-10-18 23:56:54,33.9744,116.7917,55.15,70,100,5.28
340,Homer,US,2021-10-18 23:56:54,59.6425,-151.5483,44.8,70,97,5.99
341,Lenexa,US,2021-10-18 23:56:55,38.9536,-94.7336,66.07,53,1,1.99
342,Twin Falls,US,2021-10-18 23:56:55,42.3505,-114.6445,54.3,51,100,11.1
343,Port Macquarie,AU,2021-10-18 23:56:56,-31.4333,152.9167,73.89,62,75,6.17
344,Fort Nelson,CA,2021-10-18 23:56:56,58.8053,-122.7002,36.99,60,75,2.3
345,Altamira,BR,2021-10-18 23:56:56,-3.2033,-52.2064,74.3,95,99,3.0
346,Torbay,CA,2021-10-18 23:56:57,47.6666,-52.7314,46.27,95,90,13.8
347,Bulgan,MN,2021-10-18 23:56:57,48.8125,103.5347,31.24,46,27,2.35
348,Vila Franca Do Campo,PT,2021-10-18 23:56:58,37.7167,-25.4333,70.21,81,14,11.34
349,Bakel,SN,2021-10-18 23:56:58,14.905,-12.4568,88.57,29,46,8.77
350,Cairns,AU,2021-10-18 23:52:27,-16.9167,145.7667,97.95,64,0,6.91
351,Teguldet,RU,2021-10-18 23:56:58,57.3064,88.1667,32.29,96,49,5.01
352,Doka,SD,2021-10-18 23:56:59,13.5167,35.7667,74.59,55,1,3.74
353,Alpena,US,2021-10-18 23:56:59,45.0617,-83.4327,52.92,65,1,3.76
354,Bonavista,CA,2021-10-18 23:57:00,48.6499,-53.1147,47.12,87,100,20.76
355,Port Moresby,PG,2021-10-18 23:57:00,-9.4431,147.1797,83.62,74,20,4.61
356,Sawtell,AU,2021-10-18 23:57:00,-30.3833,153.1,76.19,61,97,9.22
357,Ribas Do Rio Pardo,BR,2021-10-18 23:57:01,-20.4431,-53.7592,71.53,90,38,6.42
358,Kununurra,AU,2021-10-18 23:57:02,-15.7667,128.7333,89.58,55,40,6.91
359,Coquimbo,CL,2021-10-18 23:57:02,-29.9533,-71.3436,58.21,81,8,2.3
360,Troitsko-Pechorsk,RU,2021-10-18 23:57:03,62.7084,56.1964,33.28,99,100,4.99
361,Mogadishu,SO,2021-10-18 23:57:03,2.0371,45.3438,78.58,83,15,11.88
362,Nakusp,CA,2021-10-18 23:57:04,50.2499,-117.8023,48.54,81,0,1.14
363,Arvika,SE,2021-10-18 23:57:04,59.6553,12.5852,32.61,70,100,2.95
364,Carora,VE,2021-10-18 23:57:05,10.1755,-70.0827,81.9,63,80,1.86
365,Los Andes,CL,2021-10-18 23:57:05,-32.8337,-70.5983,72.88,28,0,1.01
366,Inhambane,MZ,2021-10-18 23:57:05,-23.865,35.3833,68.74,67,100,16.71
367,La Asuncion,VE,2021-10-18 23:57:06,11.0333,-63.8628,79.84,84,13,7.67
368,Itarema,BR,2021-10-18 23:57:06,-2.9248,-39.9167,79.7,83,29,15.59
369,Ilulissat,GL,2021-10-18 23:57:06,69.2167,-51.1,20.1,62,7,10.07
370,Meadow Lake,US,2021-10-18 23:57:07,34.8014,-106.5436,74.48,18,0,21.16
371,Quatre Cocos,MU,2021-10-18 23:57:07,-20.2078,57.7625,73.51,74,68,11.9
372,Rabo De Peixe,PT,2021-10-18 23:57:08,37.8,-25.5833,69.31,73,20,14.97
373,Rajsamand,IN,2021-10-18 23:57:08,25.0667,73.8833,71.98,49,24,5.93
374,Bereda,ES,2021-10-18 23:57:09,43.2686,-7.5406,60.55,90,73,1.92
375,Belaya Gora,RU,2021-10-18 23:57:09,68.5333,146.4167,-0.98,90,59,3.74
376,Akdepe,TM,2021-10-18 23:57:09,42.0551,59.3788,41.09,22,95,3.27
377,Tautira,PF,2021-10-18 23:57:10,-17.7333,-149.15,84.22,78,100,17.63
378,Steinbach,DE,2021-10-18 23:57:10,50.1667,8.5667,49.21,100,0,2.3
379,Yumen,CN,2021-10-18 23:57:10,40.2833,97.2,41.38,28,100,10.4
380,Lons-Le-Saunier,FR,2021-10-18 23:57:11,46.75,5.75,53.19,74,100,4.43
381,Khudumelapye,BW,2021-10-18 23:57:11,-23.8833,24.75,56.8,76,70,10.87
382,Parkes,AU,2021-10-18 23:57:12,-33.1333,148.1833,68.13,43,45,8.05
383,Sao Joao Da Barra,BR,2021-10-18 23:57:12,-21.6403,-41.0511,70.75,92,98,13.2
384,Touros,BR,2021-10-18 23:57:12,-5.1989,-35.4608,77.9,79,45,14.54
385,Pevek,RU,2021-10-18 23:57:13,69.7008,170.3133,12.65,81,100,3.56
386,Nabire,ID,2021-10-18 23:57:13,-3.3667,135.4833,84.25,70,72,1.41
387,Port Hedland,AU,2021-10-18 23:57:14,-20.3167,118.5667,78.85,78,40,9.22
388,Abu Dhabi,AE,2021-10-18 23:57:14,24.4667,54.3667,87.82,70,0,8.05
389,Khatanga,RU,2021-10-18 23:57:14,71.9667,102.5,30.04,98,100,12.55
390,Murray Bridge,AU,2021-10-18 23:57:15,-35.1167,139.2667,68.45,45,0,6.13
391,Dangara,IN,2021-10-18 23:57:15,29.6799,75.8931,69.39,90,0,3.76
392,Lakes Entrance,AU,2021-10-18 23:57:16,-37.8811,147.981,57.16,70,31,9.42
393,Goderich,CA,2021-10-18 23:57:16,43.7501,-81.7165,55.9,62,5,5.75
394,Shache,CN,2021-10-18 23:57:16,38.4167,77.2406,48.54,22,41,4.68
395,Grand Baie,MU,2021-10-18 23:57:17,-20.0182,57.5802,73.87,80,79,5.99
396,Kulhudhuffushi,MV,2021-10-18 23:57:17,6.6221,73.07,81.81,75,89,12.19
397,Batemans Bay,AU,2021-10-18 23:57:18,-35.7167,150.1833,60.98,94,98,8.16
398,Cangzhou,CN,2021-10-18 23:57:18,38.3167,116.8667,48.07,54,5,11.81
399,Tabory,RU,2021-10-18 23:57:19,58.5198,64.5495,46.44,73,100,7.83
400,Cervo,ES,2021-10-18 23:57:19,43.6702,-7.4101,63.54,81,66,4.97
401,Shingu,JP,2021-10-18 23:57:19,33.7333,135.9833,63.59,92,100,8.08
402,Novyy Urgal,RU,2021-10-18 23:57:20,51.0736,132.5642,24.49,45,1,2.73
403,Xining,CN,2021-10-18 23:57:20,36.6167,101.7667,34.59,98,100,1.77
404,Ust-Nera,RU,2021-10-18 23:57:21,64.5667,143.2,-0.99,95,62,2.95
405,Hundorp,NO,2021-10-18 23:57:21,61.5552,9.9407,33.71,75,100,4.36
406,Mayumba,GA,2021-10-18 23:57:21,-3.432,10.6554,75.38,87,100,7.47
407,Callaway,US,2021-10-18 23:57:22,30.153,-85.5699,65.91,66,100,1.01
408,Iregszemcse,HU,2021-10-18 23:57:22,46.6929,18.1858,45.32,78,30,1.28
409,Port Lincoln,AU,2021-10-18 23:57:23,-34.7333,135.8667,61.16,69,1,19.57
410,Gizo,SB,2021-10-18 23:57:23,-8.103,156.8419,83.93,69,86,1.59
411,Nueve De Julio,AR,2021-10-18 23:57:23,-35.4444,-60.8831,56.71,55,0,8.72
412,Hobyo,SO,2021-10-18 23:57:24,5.3505,48.5268,77.97,86,11,16.71
413,Mangrol,IN,2021-10-18 23:57:24,21.1167,70.1167,78.75,68,20,10.38
414,Ahuimanu,US,2021-10-18 23:55:42,21.4447,-157.8378,84.78,61,20,12.66
415,Bairnsdale,AU,2021-10-18 23:52:55,-37.8333,147.6167,58.05,74,40,3.0
416,Ingham,US,2021-10-18 23:57:25,42.6,-84.3833,57.16,69,1,0.0
417,Yerbogachen,RU,2021-10-18 23:57:25,61.2767,108.0108,31.12,91,100,6.33
418,Golega,PT,2021-10-18 23:57:25,39.4047,-8.4863,69.66,90,73,3.0
419,Matraverebely,HU,2021-10-18 23:57:26,47.9742,19.7805,44.02,81,36,1.54
420,Bambanglipuro,ID,2021-10-18 23:55:31,-7.95,110.2833,61.61,79,68,3.78
421,Bengkulu,ID,2021-10-18 23:57:26,-3.8004,102.2655,74.68,91,100,4.27
422,Suraabad,AZ,2021-10-18 23:57:27,40.8192,49.4687,60.98,88,79,16.02
423,Ous,RU,2021-10-18 23:57:27,60.9058,61.5186,39.99,97,100,6.55
424,Clarence Town,AU,2021-10-18 23:57:28,-32.5833,151.7833,76.62,36,35,4.41
425,Ballina,AU,2021-10-18 23:57:28,-28.8667,153.5667,72.79,79,97,3.44
426,Jumla,NP,2021-10-18 23:57:28,29.2747,82.1838,54.52,99,100,3.98
427,Te Anau,NZ,2021-10-18 23:57:29,-45.4167,167.7167,52.03,64,90,6.29
428,Burns Lake,CA,2021-10-18 23:57:29,54.2331,-125.7533,38.62,65,100,3.71
429,Nioki,CD,2021-10-18 23:57:29,-2.7167,17.6833,71.82,98,100,2.75
430,Uglekamensk,RU,2021-10-18 23:57:30,43.2172,133.2303,35.62,74,99,9.26
431,Bontang,ID,2021-10-18 23:57:30,0.1333,117.5,81.19,83,67,2.95
432,Finschhafen,PG,2021-10-18 23:57:30,-6.6024,147.8681,85.41,68,93,9.22
433,Colomi,BO,2021-10-18 23:57:31,-17.35,-65.8667,64.42,87,70,6.91
434,Nampula,MZ,2021-10-18 23:57:31,-15.1165,39.2666,69.75,88,0,10.36
435,Moose Factory,CA,2021-10-18 23:57:32,51.2585,-80.6094,41.0,81,1,2.3
436,Mandera,KE,2021-10-18 23:57:32,3.9366,41.867,79.07,62,82,14.25
437,Okha,RU,2021-10-18 23:57:32,53.5739,142.9478,29.68,67,56,20.67
438,Pithapuram,IN,2021-10-18 23:57:33,17.1167,82.2667,76.46,92,100,2.57
439,Bairiki,KI,2021-10-18 23:57:33,1.3292,172.9752,86.0,66,40,9.22
440,Penzance,GB,2021-10-18 23:57:34,50.1186,-5.5371,61.81,99,99,14.7
441,Espanola,US,2021-10-18 23:57:34,35.9911,-106.0806,70.7,21,0,11.32
442,Willowmore,ZA,2021-10-18 23:57:34,-33.2926,23.4895,45.41,80,0,6.58
443,Axim,GH,2021-10-18 23:57:35,4.8699,-2.2405,77.9,87,99,7.23
444,Clemson,US,2021-10-18 23:57:35,34.6834,-82.8374,62.2,78,1,0.0
445,Gladstone,AU,2021-10-18 23:57:36,-23.85,151.25,75.13,64,54,6.91
446,Makat,KZ,2021-10-18 23:57:36,47.6469,53.3463,55.49,47,96,6.93
447,Teguise,ES,2021-10-18 23:57:37,29.0605,-13.564,68.22,73,0,3.44
448,Gbarnga,LR,2021-10-18 23:57:37,6.9956,-9.4722,70.59,99,29,2.46
449,Puerto Colombia,CO,2021-10-18 23:57:38,10.9878,-74.9547,84.29,77,57,6.13
450,Balykshi,KZ,2021-10-18 23:57:38,47.0667,51.8667,51.8,87,75,4.47
451,Boda,CF,2021-10-18 23:57:39,4.3189,17.4695,70.36,96,94,2.33
452,Labuhan,ID,2021-10-18 23:57:39,-6.8844,112.2051,82.96,73,99,5.46
453,Lincoln,US,2021-10-18 23:57:39,40.8,-96.667,71.04,36,43,5.99
454,Ukiah,US,2021-10-18 23:57:40,39.1502,-123.2078,64.56,62,95,1.86
455,Cap-Aux-Meules,CA,2021-10-18 23:57:40,47.3821,-61.8597,51.85,76,75,9.22
456,Tuatapere,NZ,2021-10-18 23:57:40,-46.1333,167.6833,50.97,52,90,14.72
457,Seydi,TM,2021-10-18 23:57:41,39.4816,62.9137,54.91,24,19,3.6
458,Koungou,YT,2021-10-18 23:57:41,-12.7336,45.2042,76.71,83,75,5.75
459,Bambous Virieux,MU,2021-10-18 23:57:42,-20.3428,57.7575,73.65,78,40,11.5
460,Dingle,PH,2021-10-18 23:57:42,10.9995,122.6711,81.97,84,59,8.16
461,Yarim,YE,2021-10-18 23:57:42,14.298,44.3779,54.12,29,1,5.95
462,Baihar,IN,2021-10-18 23:57:43,22.1,80.55,70.75,98,91,3.71
463,Toktogul,KG,2021-10-18 23:57:43,41.8708,72.9402,55.26,35,93,2.89
464,Grindavik,IS,2021-10-18 23:57:44,63.8424,-22.4338,48.15,81,0,23.02
465,Rio Grande,BR,2021-10-18 23:56:48,-32.035,-52.0986,58.95,70,0,7.27
466,Simpang,ID,2021-10-18 23:57:44,-1.2667,104.0833,74.97,94,91,3.51
467,Camacha,PT,2021-10-18 23:57:44,33.0833,-16.3333,71.53,94,40,5.75
468,Tocopilla,CL,2021-10-18 23:57:45,-22.092,-70.1979,63.37,69,75,8.08
469,Felipe Carrillo Puerto,MX,2021-10-18 23:57:45,19.5833,-88.05,76.32,85,100,3.24
470,Wasilla,US,2021-10-18 23:57:46,61.5814,-149.4394,44.94,57,97,1.99
471,Sinnamary,GF,2021-10-18 23:57:46,5.3833,-52.95,79.9,81,99,9.64
472,Sainte-Martine,CA,2021-10-18 23:57:46,45.2501,-73.7992,50.02,75,100,5.75
473,Hay River,CA,2021-10-18 23:54:35,60.8156,-115.7999,40.98,52,20,1.14
474,Oranjemund,NA,2021-10-18 23:57:47,-28.55,16.4333,58.62,63,0,9.01
475,Deer Lake,CA,2021-10-18 23:56:08,49.1667,-57.4316,44.46,100,90,12.66
476,Indramayu,ID,2021-10-18 23:57:47,-6.3264,108.32,81.43,71,99,2.59
477,Treia,IT,2021-10-18 23:57:48,43.3106,13.3115,50.72,75,2,4.14
478,Soyo,AO,2021-10-18 23:57:48,-6.1349,12.3689,75.51,82,98,6.4
479,Narrabri,AU,2021-10-18 23:57:48,-30.3167,149.7833,75.52,49,7,4.61
480,Ihtiman,BG,2021-10-18 23:57:49,42.4333,23.8167,49.71,96,49,4.25
481,Dzhankoy,UA,2021-10-18 23:57:49,45.7167,34.4,46.27,63,58,7.34
482,Libourne,FR,2021-10-18 23:57:50,44.9167,-0.25,61.3,70,100,6.69
483,Zanjan,IR,2021-10-18 23:56:33,36.6736,48.4787,50.72,57,0,2.62
484,Vila Velha,BR,2021-10-18 23:57:50,-20.3297,-40.2925,73.35,94,90,3.44
485,Paita,PE,2021-10-18 23:57:50,-5.0892,-81.1144,64.96,87,80,13.58
486,Lodi,US,2021-10-18 23:57:51,38.1302,-121.2725,66.92,46,68,1.99
487,Haines Junction,CA,2021-10-18 23:57:51,60.7522,-137.5108,31.95,55,99,0.0
488,Bam,IR,2021-10-18 23:57:51,29.106,58.357,73.54,21,0,6.31
489,Kirakira,SB,2021-10-18 23:57:52,-10.4544,161.9205,84.24,72,68,6.98
490,Nefteyugansk,RU,2021-10-18 23:57:52,61.0998,72.6035,39.45,95,100,9.31
491,Hearst,CA,2021-10-18 23:57:53,49.6835,-83.6665,44.85,72,10,5.01
492,Intipuca,SV,2021-10-18 23:57:53,13.1969,-88.0544,76.03,91,71,1.92
493,Takhtamygda,RU,2021-10-18 23:57:53,54.1,123.5667,24.85,62,89,1.03
494,Fare,PF,2021-10-18 23:57:54,-16.7,-151.0167,80.64,75,88,15.61
495,Los Llanos De Aridane,ES,2021-10-18 23:57:54,28.6585,-17.9182,71.35,60,0,8.05
496,Zlotow,PL,2021-10-18 23:57:55,53.3635,17.0408,49.71,93,100,1.99
497,Baft,IR,2021-10-18 23:57:55,29.234,56.6057,55.27,43,0,4.16
498,Verkhoyansk,RU,2021-10-18 23:57:55,67.5447,133.385,3.63,89,100,2.84
499,Pasighat,IN,2021-10-18 23:57:56,28.0667,95.3333,73.26,96,91,2.8
500,Biak,ID,2021-10-18 23:57:56,-0.9131,122.8766,80.71,77,82,1.97
501,Oktyabrskoye,RU,2021-10-18 23:57:57,43.0645,44.7417,51.94,100,99,4.47
502,Bima,ID,2021-10-18 23:57:57,-8.4667,118.7167,87.94,60,67,2.21
503,Yaval,IN,2021-10-18 23:57:57,21.1667,75.7,69.13,72,19,6.87
504,Taoudenni,ML,2021-10-18 23:57:58,22.6783,-3.9836,82.6,13,60,12.97
505,Bathsheba,BB,2021-10-18 23:57:58,13.2167,-59.5167,79.41,83,20,5.75
506,Saint-Francois,FR,2021-10-18 23:57:59,46.4154,3.9054,46.67,100,99,1.14
507,Bonthe,SL,2021-10-18 23:57:59,7.5264,-12.505,77.61,87,59,5.08
508,Northam,GB,2021-10-18 23:57:59,51.0333,-4.2167,61.66,96,100,9.55
509,Grande-Synthe,FR,2021-10-18 23:58:00,51.0154,2.2998,59.99,96,100,1.99
510,Amapa,BR,2021-10-18 23:58:00,1.0,-52.0,78.04,67,67,3.62
511,Pochutla,MX,2021-10-18 23:58:01,15.7432,-96.4661,81.82,82,99,2.15
512,Coos Bay,US,2021-10-18 23:58:01,43.3665,-124.2179,59.85,86,62,4.61
513,Dawson,US,2021-10-18 23:58:02,31.7735,-84.4466,61.18,46,100,4.36
514,Ahipara,NZ,2021-10-18 23:58:02,-35.1667,173.1667,65.64,61,26,5.44
515,Antalaha,MG,2021-10-18 23:58:03,-14.9003,50.2788,67.73,82,56,6.06
516,Caravelas,BR,2021-10-18 23:58:03,-17.7125,-39.2481,75.56,87,30,8.08
517,Makhinjauri,GE,2021-10-18 23:58:04,41.6739,41.694,58.86,88,75,9.22
518,Westport,US,2021-10-18 23:55:47,41.1415,-73.3579,53.76,82,50,7.0
519,Milkovo,RU,2021-10-18 23:58:04,54.7167,158.6167,34.54,59,44,14.88
520,Togur,RU,2021-10-18 23:58:05,58.3631,82.8265,36.18,93,79,6.22
521,Shaunavon,CA,2021-10-18 23:58:05,49.6501,-108.4181,49.78,56,35,16.73
522,Maltahohe,NA,2021-10-18 23:58:05,-24.8333,16.9833,58.6,10,88,14.41
523,Emerald,AU,2021-10-18 23:58:06,-23.5333,148.1667,85.98,40,4,4.61
524,Lucea,JM,2021-10-18 23:58:06,18.451,-78.1736,80.85,79,94,8.08
525,Ongandjera,NA,2021-10-18 23:58:06,-17.8833,15.0667,68.63,21,23,10.83
526,Orneta,PL,2021-10-18 23:58:07,54.1148,20.1333,40.17,73,100,2.06
527,Aleksandrovsk-Sakhalinskiy,RU,2021-10-18 23:58:07,50.8975,142.1561,32.67,56,97,9.06
528,Ashtian,IR,2021-10-18 23:58:08,34.5217,50.0019,50.85,31,0,7.74
529,Tsalka,GE,2021-10-18 23:58:08,41.5946,44.0891,43.45,86,50,5.64
530,Omboue,GA,2021-10-18 23:58:08,-1.5746,9.2618,76.6,85,99,8.97
531,Okhotsk,RU,2021-10-18 23:58:09,59.3833,143.3,12.11,63,0,18.05
532,Hvolsvollur,IS,2021-10-18 23:58:09,63.7533,-20.2243,45.39,74,100,19.1
533,Santa Marta,CO,2021-10-18 23:58:09,11.2408,-74.199,83.34,83,49,6.62
534,Torrevieja,ES,2021-10-18 23:58:09,37.9787,-0.6822,68.81,79,92,5.01
535,Tessalit,ML,2021-10-18 23:58:10,20.1986,1.0114,80.74,14,0,8.81
536,Hami,CN,2021-10-18 23:58:10,42.8,93.45,51.33,26,84,2.95
537,Samarai,PG,2021-10-18 23:58:11,-10.6167,150.6667,83.66,71,79,9.13
538,Tomatlan,MX,2021-10-18 23:58:11,19.9333,-105.25,82.31,82,13,6.89
539,Barrhead,GB,2021-10-18 23:58:11,55.7992,-4.3929,59.02,93,99,1.99
540,Aranjuez,ES,2021-10-18 23:58:12,40.0311,-3.6025,70.11,50,100,5.41
541,Bonito,BR,2021-10-18 23:58:12,-21.1211,-56.4819,68.02,85,47,5.48
542,Nyurba,RU,2021-10-18 23:58:13,63.2842,118.3319,32.2,92,100,5.66
543,Strezhevoy,RU,2021-10-18 23:58:13,60.7333,77.5889,40.98,92,98,8.61
544,Umm Lajj,SA,2021-10-18 23:58:13,25.0213,37.2685,79.83,55,0,15.57
545,Faya,SA,2021-10-18 23:58:14,18.3851,42.4509,59.11,26,9,6.49
546,Molchanovo,RU,2021-10-18 23:58:14,57.5817,83.7692,35.53,94,58,5.17
547,Malakal,SS,2021-10-18 23:58:14,9.5334,31.6605,75.07,68,40,2.08
548,Adrar,MR,2021-10-18 23:58:15,20.5022,-10.0711,81.63,14,99,9.37
549,Road Town,VG,2021-10-18 23:58:15,18.4167,-64.6167,82.2,89,20,2.3
550,Punta Alta,AR,2021-10-18 23:58:16,-38.8759,-62.0736,62.17,42,47,10.38
551,Mount Gambier,AU,2021-10-18 23:58:16,-37.8333,140.7667,57.11,72,23,10.36
552,Chitipa,MW,2021-10-18 23:58:17,-9.7024,33.2697,66.83,62,67,6.31
553,Ouesso,CG,2021-10-18 23:58:17,1.6136,16.0517,70.99,99,99,1.66
554,Lucapa,AO,2021-10-18 23:58:17,-8.4192,20.7447,64.9,98,100,3.69
555,Myitkyina,MM,2021-10-18 23:58:18,25.3833,97.4,70.66,99,72,1.61
556,Miraflores,MX,2021-10-18 23:58:18,19.2167,-98.8083,71.02,74,90,2.89
557,Pueblo Nuevo,MX,2021-10-18 23:58:18,23.3833,-105.3833,61.83,88,56,3.04
558,Kloulklubed,PW,2021-10-18 23:58:19,7.0419,134.2556,84.81,72,57,12.71
559,Egvekinot,RU,2021-10-18 23:58:19,66.3167,-179.1667,17.42,93,100,19.28
560,Leningradskiy,RU,2021-10-18 23:58:20,69.3833,178.4167,10.51,86,100,5.12
561,Novaya Ladoga,RU,2021-10-18 23:58:20,60.1025,32.3019,35.01,81,95,12.03
562,Birao,CF,2021-10-18 23:58:20,10.2849,22.7882,73.38,83,97,3.44
563,Llanes,ES,2021-10-18 23:58:21,43.4198,-4.7549,72.27,75,100,4.25
564,Waingapu,ID,2021-10-18 23:58:21,-9.6567,120.2641,84.78,66,71,3.89
565,Duluth,US,2021-10-18 23:58:08,46.7833,-92.1066,63.81,78,1,9.22
566,Yakeshi,CN,2021-10-18 23:58:21,49.2833,120.7333,23.43,76,20,5.59
567,Polson,US,2021-10-18 23:58:22,47.6936,-114.1632,66.6,46,38,2.53
568,Gwadar,PK,2021-10-18 23:58:22,25.1216,62.3254,79.47,54,1,4.18
569,Dongkan,CN,2021-10-18 23:58:22,33.9997,119.8308,55.04,77,95,7.54
570,Santa Isabel,BR,2021-10-18 23:58:23,-23.3156,-46.2214,63.41,98,100,4.97
571,Kailua,US,2021-10-18 23:58:23,21.4022,-157.7394,85.06,63,12,15.66
572,Tecoanapa,MX,2021-10-18 23:58:24,16.5167,-98.75,82.4,77,94,4.94
573,Kimberley,ZA,2021-10-18 23:58:24,-28.7323,24.7623,46.09,23,0,5.75
574,Grand Forks,US,2021-10-18 23:54:10,47.9417,-97.4337,71.53,37,75,10.36
575,Acapulco,MX,2021-10-18 23:53:57,16.8634,-99.8901,81.43,81,80,6.42
576,Ewa Beach,US,2021-10-18 23:58:25,21.3156,-158.0072,85.01,57,75,16.11
